#,Subject,0,Item,0,Condition,0,Word,#,#,#,#,RT,#,#
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,3,parancsnok,šsszegy_lt,1,yes,1674,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",1674
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,4,kŽt,m’g,1,yes,1096,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",1096
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,5,fot—t,j—nak,0,yes,1284,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",1284
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,6,is,ok,1,yes,904,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",904
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,7,behozott,alkalmak,0,yes,924,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",924
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,8,az,l_,1,yes,908,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",908
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,9,irod‡ba,pixeles,0,yes,819,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",819
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,10,az,‡r,0,yes,1578,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",1578
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,11,ismeretlen,figyelembe,1,no,1826,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,12,"tettesr_l,","napl—j‡ra,",0,no,,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,13,bizalomra,hangokkal,1,no,,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,14,adott,cŽlja,0,no,,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,146,0,Filler,38,15,okot.,club.,1,no,,"Az, hogy a parancsnok kŽt fot—t is behozott az irod‡ba az ismeretlen tettesr_l, bizalomra adott okot.",
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,0,A,x-x-x,0,yes,830,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",830
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,1,fest_,ŽrŸnk,0,yes,1316,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1316
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,2,azt,oly,1,yes,1757,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1757
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,3,"mondta,","nyelv_,",1,yes,643,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",643
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,4,hogy,tŽny,0,yes,643,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",643
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,5,legsz’vesebben,alkalmaz‡s‡nak,0,yes,1445,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1445
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,6,lekšpte,leadtak,1,yes,1598,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1598
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,7,volna,att—l,1,yes,569,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",569
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,8,a,‡,0,yes,721,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",721
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,9,szobr‡szt,s‡rgarig—,0,yes,865,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",865
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,10,a,—,0,yes,1229,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1229
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,11,legut—bbi,bizonyult,1,yes,928,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",928
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,12,kšzšs,egyet,1,yes,1090,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1090
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,170,0,Filler,62,13,ki‡ll’t‡sukon.,Ÿl_felŸlettel.,0,yes,833,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",833
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,0,A,x-x-x,0,yes,550,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",550
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,1,"dikt‡tor,","vŽgeztŸk,",1,yes,793,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",793
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,2,akit,Žvet,0,yes,542,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",542
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,3,megut‡lt,fetrengj,1,yes,1061,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",1061
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,4,a,‡,1,yes,879,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",879
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,5,szakad‡r,sz‡m‡hoz,0,yes,896,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",896
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,6,az,—n,1,yes,820,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",820
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,7,elmœlt,kir‡ly,0,yes,785,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",785
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,8,"h—napokban,","gyŸmšlcsšt,",1,yes,874,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",874
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,9,megr‡galmazta,ur‡nb‡ny‡szat,1,yes,1570,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",1570
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,10,a,—,0,yes,722,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",722
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,15,0,Expt-C,1,11,mŽdi‡t.,temp—t.,0,yes,759,"A dikt‡tor, akit megut‡lt a szakad‡r az elmœlt h—napokban, megr‡galmazta a mŽdi‡t.",759
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,0,Az,x-x-x,0,yes,521,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",521
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,1,a,‡,0,yes,796,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",796
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,2,"h’r,","kg,",0,yes,604,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",604
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,3,hogy,sz—t,0,yes,525,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",525
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,4,a,—,0,yes,670,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",670
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,5,lŽgiutask’sŽr_,install‡ci—ban,1,yes,1204,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",1204
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,6,eltŽr’tette,‡tšršk’tett,0,yes,1178,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",1178
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,7,a,—,1,yes,788,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",788
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,8,Marokk—ba,Juhtejb_l,0,yes,1538,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",1538
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,9,tart—,fŽrfi,1,yes,836,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",836
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,10,"gŽpet,","eleje,",1,yes,712,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",712
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,11,mindenkit,kšnnyedŽn,1,yes,1145,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",1145
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,153,0,Filler,45,12,elborzasztott.,bizony’thassa.,0,yes,1305,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",1305
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,0,A,x-x-x,0,yes,580,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",580
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,1,"katona,","alapul,",0,yes,776,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",776
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,2,akit,tŽrt,0,yes,560,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",560
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,3,ut‡lt,sz_r_,1,yes,1154,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",1154
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,4,a,‡,0,yes,684,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",684
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,5,tiszt,kšrœt,1,yes,867,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",867
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,6,a,—,1,yes,1338,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",1338
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,7,kezdetek,jegyeket,1,yes,1031,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",1031
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,8,"—ta,","tv,",1,yes,862,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",862
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,9,‡tvette,pr—b‡ra,0,yes,3259,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",3259
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,10,a,_,1,yes,1140,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",1140
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,47,0,Expt-C,9,11,kitŸntetŽst.,v‡laszoltak.,1,yes,1042,"A katona, akit ut‡lt a tiszt a kezdetek —ta, ‡tvette a kitŸntetŽst.",1042
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,0,Az,x-x-x,0,yes,532,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",532
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,1,a,‡,1,yes,1066,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",1066
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,2,"tŽveszme,","prol—gus,",1,yes,1149,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",1149
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,3,hogy,tele,1,yes,754,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",754
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,4,a,—,0,yes,772,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",772
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,5,n_gy—gy‡sz,megrend’t_,1,yes,989,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",989
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,6,megvetette,biblia—r‡k,1,yes,1323,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",1323
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,7,a,_,1,yes,1339,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",1339
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,8,"b‡b‡t,","v‡g—t,",0,yes,976,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",976
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,9,sok,es_,0,yes,1182,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",1182
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,10,beteget,leg‡lis,0,yes,986,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",986
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,11,ijesztett,vir’tanak,0,yes,1471,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",1471
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,150,0,Filler,42,12,el.,fiœ.,0,yes,906,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",906
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,0,A,x-x-x,0,yes,528,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",528
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,1,"polg‡rmester,","kšszšnhet_en,",1,yes,863,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",863
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,2,akit,Žves,0,yes,721,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",721
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,3,a,‡,1,yes,908,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",908
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,4,korm‡nyz—,elmaradna,1,yes,1147,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",1147
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,5,megdicsŽrt,h‡laad‡ss‡,1,yes,1165,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",1165
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,6,a,—,1,yes,1351,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",1351
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,7,sajt—konferencia,kšrfeltŽrkŽpezŽse,1,yes,1320,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",1320
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,8,"ut‡n,","adni,",1,yes,897,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",897
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,9,sz‡m’tott,vonatkoz—,0,yes,1773,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",1773
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,10,a,_,1,yes,896,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",896
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,68,0,Expt-D,14,11,gy_zelemre.,hatalmasat.,0,yes,806,"A polg‡rmester, akit a korm‡nyz— megdicsŽrt a sajt—konferencia ut‡n, sz‡m’tott a gy_zelemre.",806
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,162,0,Filler,54,0,Annak,x-x-x,0,yes,627,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",627
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,162,0,Filler,54,1,a,—,1,yes,788,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",788
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,162,0,Filler,54,2,"lehet_sŽge,","alkalommal,",1,yes,980,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",980
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,162,0,Filler,54,3,hogy,’rni,0,yes,745,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",745
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,162,0,Filler,54,4,a,—,0,yes,811,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",811
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,162,0,Filler,54,5,varr—n_,vaskori,0,yes,815,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",815
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,162,0,Filler,54,6,az,ex,1,yes,931,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",931
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,162,0,Filler,54,7,œj,f_,1,yes,1330,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",1330
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,162,0,Filler,54,8,ruh‡hoz,šršmnek,0,yes,877,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",877
,,,,,,,,,,,,,,
1745046224,a1733749ee40bb1ac6a7d35f6c88d275,Maze,162,0,Filler,54,9,az,’v,1,yes,1205,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",1205
,,,,,,,,,,,,,,
